Date,Close
12-11-2012,20.07
13-11-2012,19.860001
14-11-2012,22.360001
15-11-2012,22.17
16-11-2012,23.559999
19-11-2012,22.92
20-11-2012,23.1
21-11-2012,24.32
23-11-2012,24
26-11-2012,25.940001
27-11-2012,26.15
28-11-2012,26.360001
29-11-2012,27.32
30-11-2012,28
03-12-2012,27.040001
04-12-2012,27.459999
05-12-2012,27.709999
06-12-2012,26.969999
07-12-2012,27.49
10-12-2012,27.84
11-12-2012,27.98
12-12-2012,27.58
13-12-2012,28.24
14-12-2012,26.809999
17-12-2012,26.75
18-12-2012,27.709999
19-12-2012,27.41
20-12-2012,27.360001
21-12-2012,26.26
24-12-2012,26.93
26-12-2012,26.51
27-12-2012,26.049999
28-12-2012,25.91
31-12-2012,26.620001
02-01-2013,28
03-01-2013,27.77
04-01-2013,28.76
07-01-2013,29.42
08-01-2013,29.059999
09-01-2013,30.59
10-01-2013,31.299999
11-01-2013,31.719999
14-01-2013,30.950001
15-01-2013,30.1
16-01-2013,29.85
17-01-2013,30.139999
18-01-2013,29.66
22-01-2013,30.73
23-01-2013,30.82
24-01-2013,31.08
25-01-2013,31.540001
28-01-2013,32.470001
29-01-2013,30.790001
30-01-2013,31.24
31-01-2013,30.98
01-02-2013,29.73
04-02-2013,28.110001
05-02-2013,28.639999
06-02-2013,29.049999
07-02-2013,28.65
08-02-2013,28.549999
11-02-2013,28.26
12-02-2013,27.370001
13-02-2013,27.91
14-02-2013,28.5
15-02-2013,28.32
19-02-2013,28.93
20-02-2013,28.459999
21-02-2013,27.280001
22-02-2013,27.129999
25-02-2013,27.27
26-02-2013,27.389999
27-02-2013,26.870001
28-02-2013,27.25
01-03-2013,27.780001
04-03-2013,27.719999
05-03-2013,27.52
06-03-2013,27.450001
07-03-2013,28.58
08-03-2013,27.959999
11-03-2013,28.139999
12-03-2013,27.83
13-03-2013,27.08
14-03-2013,27.040001
15-03-2013,26.65
18-03-2013,26.49
19-03-2013,26.549999
20-03-2013,25.860001
21-03-2013,25.74
22-03-2013,25.73
25-03-2013,25.129999
26-03-2013,25.209999
27-03-2013,26.09
28-03-2013,25.58
01-04-2013,25.530001
02-04-2013,25.42
03-04-2013,26.25
04-04-2013,27.07
05-04-2013,27.389999
08-04-2013,26.85
09-04-2013,26.59
10-04-2013,27.57
11-04-2013,28.02
12-04-2013,27.4
15-04-2013,26.52
16-04-2013,26.92
17-04-2013,26.629999
18-04-2013,25.690001
19-04-2013,25.73
22-04-2013,25.969999
23-04-2013,25.98
24-04-2013,26.110001
25-04-2013,26.139999
26-04-2013,26.85
29-04-2013,26.98
30-04-2013,27.77
01-05-2013,27.43
02-05-2013,28.969999
03-05-2013,28.309999
06-05-2013,27.57
07-05-2013,26.889999
08-05-2013,27.120001
09-05-2013,27.040001
10-05-2013,26.68
13-05-2013,26.82
14-05-2013,27.07
15-05-2013,26.6
16-05-2013,26.129999
17-05-2013,26.25
20-05-2013,25.76
21-05-2013,25.66
22-05-2013,25.16
23-05-2013,25.059999
24-05-2013,24.309999
28-05-2013,24.1
29-05-2013,23.32
30-05-2013,24.549999
31-05-2013,24.35
03-06-2013,23.85
04-06-2013,23.52
05-06-2013,22.9
06-06-2013,22.969999
07-06-2013,23.290001
10-06-2013,24.33
11-06-2013,24.030001
12-06-2013,23.77
13-06-2013,23.73
14-06-2013,23.629999
17-06-2013,24.02
18-06-2013,24.209999
19-06-2013,24.309999
20-06-2013,23.9
21-06-2013,24.530001
24-06-2013,23.940001
25-06-2013,24.25
26-06-2013,24.16
27-06-2013,24.66
28-06-2013,24.879999
01-07-2013,24.809999
02-07-2013,24.41
03-07-2013,24.52
05-07-2013,24.370001
08-07-2013,24.709999
09-07-2013,25.48
10-07-2013,25.799999
11-07-2013,25.809999
12-07-2013,25.91
15-07-2013,26.280001
16-07-2013,26.32
17-07-2013,26.65
18-07-2013,26.18
19-07-2013,25.879999
22-07-2013,26.049999
23-07-2013,26.129999
24-07-2013,26.51
25-07-2013,34.360001
26-07-2013,34.009998
29-07-2013,35.43
30-07-2013,37.630001
31-07-2013,36.799999
01-08-2013,37.490002
02-08-2013,38.049999
05-08-2013,39.189999
06-08-2013,38.549999
07-08-2013,38.869999
08-08-2013,38.540001
09-08-2013,38.5
12-08-2013,38.220001
13-08-2013,37.02
14-08-2013,36.650002
15-08-2013,36.560001
16-08-2013,37.080002
19-08-2013,37.810001
20-08-2013,38.41
21-08-2013,38.32
22-08-2013,38.549999
23-08-2013,40.549999
26-08-2013,41.34
27-08-2013,39.639999
28-08-2013,40.549999
29-08-2013,41.279999
30-08-2013,41.290001
03-09-2013,41.869999
04-09-2013,41.779999
05-09-2013,42.66
06-09-2013,43.950001
09-09-2013,44.040001
10-09-2013,43.599998
11-09-2013,45.040001
12-09-2013,44.75
13-09-2013,44.310001
16-09-2013,42.509998
17-09-2013,45.07
18-09-2013,45.23
19-09-2013,45.98
20-09-2013,47.490002
23-09-2013,47.189999
24-09-2013,48.450001
25-09-2013,49.459999
26-09-2013,50.389999
27-09-2013,51.240002
30-09-2013,50.23
01-10-2013,50.419998
02-10-2013,50.279999
03-10-2013,49.18
04-10-2013,51.040001
07-10-2013,50.52
08-10-2013,47.139999
09-10-2013,46.77
10-10-2013,49.049999
11-10-2013,49.110001
14-10-2013,49.509998
15-10-2013,49.5
16-10-2013,51.139999
17-10-2013,52.209999
18-10-2013,54.220001
21-10-2013,53.849998
22-10-2013,52.68
23-10-2013,51.900002
24-10-2013,52.450001
25-10-2013,51.950001
28-10-2013,50.23
29-10-2013,49.400002
30-10-2013,49.009998
31-10-2013,50.209999
01-11-2013,49.75
04-11-2013,48.220001
05-11-2013,50.110001
06-11-2013,49.119999
07-11-2013,47.560001
08-11-2013,47.529999
11-11-2013,46.200001
12-11-2013,46.610001
13-11-2013,48.709999
14-11-2013,48.990002
15-11-2013,49.009998
18-11-2013,45.830002
19-11-2013,46.360001
20-11-2013,46.43
21-11-2013,46.700001
22-11-2013,46.23
25-11-2013,44.82
26-11-2013,45.889999
27-11-2013,46.490002
29-11-2013,47.009998
02-12-2013,47.060001
03-12-2013,46.73
04-12-2013,48.619999
05-12-2013,48.34
06-12-2013,47.939999
09-12-2013,48.84
10-12-2013,50.25
11-12-2013,49.380001
12-12-2013,51.830002
13-12-2013,53.32
16-12-2013,53.810001
17-12-2013,54.860001
18-12-2013,55.57
19-12-2013,55.049999
20-12-2013,55.119999
23-12-2013,57.77
24-12-2013,57.959999
26-12-2013,57.73
27-12-2013,55.439999
30-12-2013,53.709999
31-12-2013,54.650002
02-01-2014,54.709999
03-01-2014,54.560001
06-01-2014,57.200001
07-01-2014,57.919998
08-01-2014,58.23
09-01-2014,57.220001
10-01-2014,57.939999
13-01-2014,55.91
14-01-2014,57.740002
15-01-2014,57.599998
16-01-2014,57.189999
17-01-2014,56.299999
21-01-2014,58.509998
22-01-2014,57.509998
23-01-2014,56.630001
24-01-2014,54.450001
27-01-2014,53.549999
28-01-2014,55.139999
29-01-2014,53.529999
30-01-2014,61.080002
31-01-2014,62.57
03-02-2014,61.48
04-02-2014,62.75
05-02-2014,62.189999
06-02-2014,62.16
07-02-2014,64.32
10-02-2014,63.549999
11-02-2014,64.849998
12-02-2014,64.449997
13-02-2014,67.330002
14-02-2014,67.089996
18-02-2014,67.300003
19-02-2014,68.059998
20-02-2014,69.629997
21-02-2014,68.589996
24-02-2014,70.779999
25-02-2014,69.849998
26-02-2014,69.260002
27-02-2014,68.940002
28-02-2014,68.459999
03-03-2014,67.410004
04-03-2014,68.800003
05-03-2014,71.57
06-03-2014,70.839996
07-03-2014,69.800003
10-03-2014,72.029999
11-03-2014,70.099998
12-03-2014,70.879997
13-03-2014,68.830002
14-03-2014,67.720001
17-03-2014,68.739998
18-03-2014,69.190002
19-03-2014,68.239998
20-03-2014,66.970001
21-03-2014,67.239998
24-03-2014,64.099998
25-03-2014,64.889999
26-03-2014,60.389999
27-03-2014,60.970001
28-03-2014,60.009998
31-03-2014,60.240002
01-04-2014,62.619999
02-04-2014,62.720001
03-04-2014,59.490002
04-04-2014,56.75
07-04-2014,56.950001
08-04-2014,58.189999
09-04-2014,62.41
10-04-2014,59.16
11-04-2014,58.529999
14-04-2014,58.889999
15-04-2014,59.09
16-04-2014,59.720001
17-04-2014,58.939999
21-04-2014,61.240002
22-04-2014,63.029999
23-04-2014,61.360001
24-04-2014,60.869999
25-04-2014,57.709999
28-04-2014,56.139999
29-04-2014,58.150002
30-04-2014,59.779999
01-05-2014,61.150002
02-05-2014,60.459999
05-05-2014,61.220001
06-05-2014,58.529999
07-05-2014,57.389999
08-05-2014,56.759998
09-05-2014,57.240002
12-05-2014,59.830002
13-05-2014,59.830002
14-05-2014,59.23
15-05-2014,57.919998
16-05-2014,58.02
19-05-2014,59.209999
20-05-2014,58.560001
21-05-2014,60.490002
22-05-2014,60.52
23-05-2014,61.349998
27-05-2014,63.48
28-05-2014,63.509998
29-05-2014,63.830002
30-05-2014,63.299999
02-06-2014,63.080002
03-06-2014,62.869999
04-06-2014,63.34
05-06-2014,63.189999
06-06-2014,62.5
09-06-2014,62.880001
10-06-2014,65.769997
11-06-2014,65.779999
12-06-2014,64.290001
13-06-2014,64.5
16-06-2014,64.190002
17-06-2014,64.400002
18-06-2014,65.599998
19-06-2014,64.339996
20-06-2014,64.5
23-06-2014,65.370003
24-06-2014,65.720001
25-06-2014,67.440002
26-06-2014,67.129997
27-06-2014,67.599998
30-06-2014,67.290001
01-07-2014,68.059998
02-07-2014,66.449997
03-07-2014,66.290001
07-07-2014,65.290001
08-07-2014,62.759998
09-07-2014,64.970001
10-07-2014,64.870003
11-07-2014,66.339996
14-07-2014,67.900002
15-07-2014,67.169998
16-07-2014,67.660004
17-07-2014,66.410004
18-07-2014,68.419998
21-07-2014,69.400002
22-07-2014,69.269997
23-07-2014,71.290001
24-07-2014,74.980003
25-07-2014,75.190002
28-07-2014,74.919998
29-07-2014,73.709999
30-07-2014,74.68
31-07-2014,72.650002
01-08-2014,72.360001
04-08-2014,73.510002
05-08-2014,72.690002
06-08-2014,72.470001
07-08-2014,73.169998
08-08-2014,73.059998
11-08-2014,73.440002
12-08-2014,72.830002
13-08-2014,73.769997
14-08-2014,74.300003
15-08-2014,73.629997
18-08-2014,74.589996
19-08-2014,75.290001
20-08-2014,74.809998
21-08-2014,74.57
22-08-2014,74.57
25-08-2014,75.019997
26-08-2014,75.959999
27-08-2014,74.629997
28-08-2014,73.860001
29-08-2014,74.82
02-09-2014,76.68
03-09-2014,75.830002
04-09-2014,75.949997
05-09-2014,77.260002
08-09-2014,77.889999
09-09-2014,76.669998
10-09-2014,77.43
11-09-2014,77.919998
12-09-2014,77.480003
15-09-2014,74.580002
16-09-2014,76.080002
17-09-2014,76.43
18-09-2014,77
19-09-2014,77.910004
22-09-2014,76.800003
23-09-2014,78.290001
24-09-2014,78.540001
25-09-2014,77.220001
26-09-2014,78.790001
29-09-2014,79
30-09-2014,79.040001
01-10-2014,76.550003
02-10-2014,77.080002
03-10-2014,77.440002
06-10-2014,77.559998
07-10-2014,76.290001
08-10-2014,77.519997
09-10-2014,75.910004
10-10-2014,72.910004
13-10-2014,72.989998
14-10-2014,73.589996
15-10-2014,73.209999
16-10-2014,72.629997
17-10-2014,75.949997
20-10-2014,76.949997
21-10-2014,78.690002
22-10-2014,78.370003
23-10-2014,80.040001
24-10-2014,80.669998
27-10-2014,80.279999
28-10-2014,80.769997
29-10-2014,75.860001
30-10-2014,74.110001
31-10-2014,74.989998
03-11-2014,73.879997
04-11-2014,75.760002
05-11-2014,74.830002
06-11-2014,75.260002
07-11-2014,75.599998
10-11-2014,75
11-11-2014,74.610001
12-11-2014,74.720001
13-11-2014,74.25
14-11-2014,74.879997
17-11-2014,74.239998
18-11-2014,74.339996
19-11-2014,73.330002
20-11-2014,73.599998
21-11-2014,73.75
24-11-2014,74.010002
25-11-2014,75.629997
26-11-2014,77.620003
28-11-2014,77.699997
01-12-2014,75.099998
02-12-2014,75.459999
03-12-2014,74.879997
04-12-2014,75.239998
05-12-2014,76.360001
08-12-2014,76.519997
09-12-2014,76.839996
10-12-2014,76.18
11-12-2014,77.730003
12-12-2014,77.830002
15-12-2014,76.989998
16-12-2014,74.690002
17-12-2014,76.110001
18-12-2014,78.400002
19-12-2014,79.879997
22-12-2014,81.449997
23-12-2014,80.610001
24-12-2014,80.769997
26-12-2014,80.779999
29-12-2014,80.019997
30-12-2014,79.220001
31-12-2014,78.019997
02-01-2015,78.449997
05-01-2015,77.190002
06-01-2015,76.150002
07-01-2015,76.150002
08-01-2015,78.18
09-01-2015,77.739998
12-01-2015,76.720001
13-01-2015,76.449997
14-01-2015,76.279999
15-01-2015,74.050003
16-01-2015,75.18
20-01-2015,76.239998
21-01-2015,76.739998
22-01-2015,77.650002
23-01-2015,77.830002
26-01-2015,77.5
27-01-2015,75.779999
28-01-2015,76.239998
29-01-2015,78
30-01-2015,75.910004
02-02-2015,74.989998
03-02-2015,75.400002
04-02-2015,75.629997
05-02-2015,75.610001
06-02-2015,74.470001
09-02-2015,74.440002
10-02-2015,75.190002
11-02-2015,76.510002
12-02-2015,76.230003
13-02-2015,75.739998
17-02-2015,75.599998
18-02-2015,76.709999
19-02-2015,79.419998
20-02-2015,79.900002
23-02-2015,78.839996
24-02-2015,78.449997
25-02-2015,79.559998
26-02-2015,80.410004
27-02-2015,78.970001
02-03-2015,79.75
03-03-2015,79.599998
04-03-2015,80.900002
05-03-2015,81.209999
06-03-2015,80.010002
09-03-2015,79.440002
10-03-2015,77.550003
11-03-2015,77.57
12-03-2015,78.93
13-03-2015,78.050003
16-03-2015,78.07
17-03-2015,79.360001
18-03-2015,80.910004
19-03-2015,82.75
20-03-2015,83.800003
23-03-2015,84.43
24-03-2015,85.309998
25-03-2015,82.919998
26-03-2015,83.010002
27-03-2015,83.300003
30-03-2015,83.199997
31-03-2015,82.220001
01-04-2015,81.669998
02-04-2015,81.559998
06-04-2015,82.440002
07-04-2015,82.32
08-04-2015,82.279999
09-04-2015,82.169998
10-04-2015,82.040001
13-04-2015,83.010002
14-04-2015,83.519997
15-04-2015,82.709999
16-04-2015,82.309998
17-04-2015,80.779999
20-04-2015,83.089996
21-04-2015,83.620003
22-04-2015,84.629997
23-04-2015,82.410004
24-04-2015,81.529999
27-04-2015,81.910004
28-04-2015,80.68
29-04-2015,80.470001
30-04-2015,78.769997
01-05-2015,78.989998
04-05-2015,78.809998
05-05-2015,77.559998
06-05-2015,78.099998
07-05-2015,78.43
08-05-2015,78.510002
11-05-2015,78.010002
12-05-2015,77.459999
13-05-2015,78.440002
14-05-2015,81.370003
15-05-2015,80.419998
18-05-2015,80.879997
19-05-2015,80.629997
20-05-2015,80.550003
21-05-2015,80.480003
22-05-2015,80.540001
26-05-2015,79.330002
27-05-2015,80.550003
28-05-2015,80.150002
29-05-2015,79.190002
01-06-2015,80.290001
02-06-2015,80.440002
03-06-2015,82.440002
04-06-2015,82.050003
05-06-2015,82.139999
08-06-2015,80.669998
09-06-2015,80.669998
10-06-2015,82.160004
11-06-2015,81.830002
12-06-2015,81.529999
15-06-2015,80.709999
16-06-2015,81.059998
17-06-2015,81.790001
18-06-2015,82.910004
19-06-2015,82.510002
22-06-2015,84.739998
23-06-2015,87.879997
24-06-2015,88.860001
25-06-2015,87.980003
26-06-2015,88.010002
29-06-2015,85.800003
30-06-2015,85.769997
01-07-2015,86.910004
02-07-2015,87.290001
06-07-2015,87.550003
07-07-2015,87.220001
08-07-2015,85.650002
09-07-2015,85.879997
10-07-2015,87.949997
13-07-2015,90.099998
14-07-2015,89.68
15-07-2015,89.760002
16-07-2015,90.849998
17-07-2015,94.970001
20-07-2015,97.910004
21-07-2015,98.389999
22-07-2015,97.040001
23-07-2015,95.440002
24-07-2015,96.949997
27-07-2015,94.169998
28-07-2015,95.290001
29-07-2015,96.989998
30-07-2015,95.209999
31-07-2015,94.010002
03-08-2015,94.139999
04-08-2015,94.059998
05-08-2015,96.440002
06-08-2015,95.120003
07-08-2015,94.300003
10-08-2015,94.150002
11-08-2015,93.620003
12-08-2015,94.190002
13-08-2015,93.43
14-08-2015,94.419998
17-08-2015,93.93
18-08-2015,95.169998
19-08-2015,95.309998
20-08-2015,90.559998
21-08-2015,86.059998
24-08-2015,82.089996
25-08-2015,83
26-08-2015,87.190002
27-08-2015,89.730003
28-08-2015,91.010002
31-08-2015,89.43
01-09-2015,87.230003
02-09-2015,89.889999
03-09-2015,88.150002
04-09-2015,88.260002
08-09-2015,89.529999
09-09-2015,90.440002
10-09-2015,91.980003
11-09-2015,92.050003
14-09-2015,92.309998
15-09-2015,92.900002
16-09-2015,93.449997
17-09-2015,94.339996
18-09-2015,94.400002
21-09-2015,95.550003
22-09-2015,92.959999
23-09-2015,93.970001
24-09-2015,94.410004
25-09-2015,92.769997
28-09-2015,89.209999
29-09-2015,86.669998
30-09-2015,89.900002
01-10-2015,90.949997
02-10-2015,92.07
05-10-2015,94.010002
06-10-2015,92.800003
07-10-2015,92.400002
08-10-2015,92.470001
09-10-2015,93.239998
12-10-2015,94.260002
13-10-2015,94.120003
14-10-2015,94.07
15-10-2015,95.959999
16-10-2015,97.540001
19-10-2015,98.470001
20-10-2015,97
21-10-2015,97.110001
22-10-2015,99.669998
23-10-2015,102.190002
26-10-2015,103.769997
27-10-2015,103.699997
28-10-2015,104.199997
29-10-2015,104.879997
30-10-2015,101.970001
02-11-2015,103.309998
03-11-2015,102.580002
04-11-2015,103.940002
05-11-2015,108.760002
06-11-2015,107.099998
09-11-2015,106.489998
10-11-2015,107.910004
11-11-2015,109.010002
12-11-2015,108.019997
13-11-2015,103.949997
16-11-2015,104.040001
17-11-2015,105.129997
18-11-2015,107.769997
19-11-2015,106.260002
20-11-2015,107.32
23-11-2015,106.949997
24-11-2015,105.739998
25-11-2015,105.410004
27-11-2015,105.449997
30-11-2015,104.239998
01-12-2015,107.120003
02-12-2015,106.07
03-12-2015,104.379997
04-12-2015,106.18
07-12-2015,105.610001
08-12-2015,106.489998
09-12-2015,104.599998
10-12-2015,105.419998
11-12-2015,102.120003
14-12-2015,104.660004
15-12-2015,104.550003
16-12-2015,106.790001
17-12-2015,106.220001
18-12-2015,104.040001
21-12-2015,104.769997
22-12-2015,105.510002
23-12-2015,104.629997
24-12-2015,105.019997
28-12-2015,105.93
29-12-2015,107.260002
30-12-2015,106.220001
31-12-2015,104.660004
04-01-2016,102.220001
05-01-2016,102.730003
06-01-2016,102.970001
07-01-2016,97.919998
08-01-2016,97.330002
11-01-2016,97.510002
12-01-2016,99.370003
13-01-2016,95.440002
14-01-2016,98.370003
15-01-2016,94.970001
19-01-2016,95.260002
20-01-2016,94.349998
21-01-2016,94.160004
22-01-2016,97.940002
25-01-2016,97.010002
26-01-2016,97.339996
27-01-2016,94.449997
28-01-2016,109.110001
29-01-2016,112.209999
01-02-2016,115.089996
02-02-2016,114.610001
03-02-2016,112.690002
04-02-2016,110.489998
05-02-2016,104.07
08-02-2016,99.75
09-02-2016,99.540001
10-02-2016,101
11-02-2016,101.910004
12-02-2016,102.010002
16-02-2016,101.610001
17-02-2016,105.199997
18-02-2016,103.470001
19-02-2016,104.57
22-02-2016,107.160004
23-02-2016,105.459999
24-02-2016,106.879997
25-02-2016,108.07
26-02-2016,107.919998
29-02-2016,106.919998
01-03-2016,109.82
02-03-2016,109.949997
03-03-2016,109.580002
04-03-2016,108.389999
07-03-2016,105.730003
08-03-2016,105.93
09-03-2016,107.510002
10-03-2016,107.32
11-03-2016,109.410004
14-03-2016,109.889999
15-03-2016,110.669998
16-03-2016,112.18
17-03-2016,111.019997
18-03-2016,111.449997
21-03-2016,111.849998
22-03-2016,112.25
23-03-2016,112.540001
24-03-2016,113.050003
28-03-2016,113.690002
29-03-2016,116.139999
30-03-2016,114.699997
31-03-2016,114.099998
01-04-2016,116.059998
04-04-2016,112.550003
05-04-2016,112.220001
06-04-2016,113.709999
07-04-2016,113.639999
08-04-2016,110.629997
11-04-2016,108.989998
12-04-2016,110.610001
13-04-2016,110.510002
14-04-2016,110.839996
15-04-2016,109.639999
18-04-2016,110.449997
19-04-2016,112.290001
20-04-2016,112.419998
21-04-2016,113.440002
22-04-2016,110.559998
25-04-2016,110.099998
26-04-2016,108.760002
27-04-2016,108.889999
28-04-2016,116.730003
29-04-2016,117.580002
02-05-2016,118.57
03-05-2016,117.43
04-05-2016,118.059998
05-05-2016,117.809998
06-05-2016,119.489998
09-05-2016,119.239998
10-05-2016,120.5
11-05-2016,119.519997
12-05-2016,120.279999
13-05-2016,119.809998
16-05-2016,118.669998
17-05-2016,117.349998
18-05-2016,117.650002
19-05-2016,116.809998
20-05-2016,117.349998
23-05-2016,115.970001
24-05-2016,117.699997
25-05-2016,117.889999
26-05-2016,119.470001
27-05-2016,119.379997
31-05-2016,118.809998
01-06-2016,118.779999
02-06-2016,118.93
03-06-2016,118.470001
06-06-2016,118.790001
07-06-2016,117.760002
08-06-2016,118.389999
09-06-2016,118.559998
10-06-2016,116.620003
13-06-2016,113.949997
14-06-2016,114.940002
15-06-2016,114.599998
16-06-2016,114.389999
17-06-2016,113.019997
20-06-2016,113.370003
21-06-2016,114.379997
22-06-2016,113.910004
23-06-2016,115.080002
24-06-2016,112.080002
27-06-2016,108.970001
28-06-2016,112.699997
29-06-2016,114.160004
30-06-2016,114.279999
01-07-2016,114.190002
05-07-2016,114.199997
06-07-2016,116.699997
07-07-2016,115.849998
08-07-2016,117.239998
11-07-2016,117.870003
12-07-2016,117.93
13-07-2016,116.779999
14-07-2016,117.290001
15-07-2016,116.860001
18-07-2016,119.370003
19-07-2016,120.610001
20-07-2016,121.919998
21-07-2016,120.610001
22-07-2016,121
25-07-2016,121.629997
26-07-2016,121.220001
27-07-2016,123.339996
28-07-2016,125
29-07-2016,123.940002
01-08-2016,124.309998
02-08-2016,123.089996
03-08-2016,122.510002
04-08-2016,124.360001
05-08-2016,125.150002
08-08-2016,125.260002
09-08-2016,125.059998
10-08-2016,124.879997
11-08-2016,124.900002
12-08-2016,124.879997
15-08-2016,123.900002
16-08-2016,123.300003
17-08-2016,124.370003
18-08-2016,123.910004
19-08-2016,123.559998
22-08-2016,124.150002
23-08-2016,124.370003
24-08-2016,123.480003
25-08-2016,123.889999
26-08-2016,124.959999
29-08-2016,126.540001
30-08-2016,125.839996
31-08-2016,126.120003
01-09-2016,126.169998
02-09-2016,126.510002
06-09-2016,129.729996
07-09-2016,131.050003
08-09-2016,130.270004
09-09-2016,127.099998
12-09-2016,128.690002
13-09-2016,127.209999
14-09-2016,127.769997
15-09-2016,128.350006
16-09-2016,129.070007
19-09-2016,128.649994
20-09-2016,128.639999
21-09-2016,129.940002
22-09-2016,130.080002
23-09-2016,127.959999
26-09-2016,127.309998
27-09-2016,128.690002
28-09-2016,129.229996
29-09-2016,128.089996
30-09-2016,128.270004
03-10-2016,128.770004
04-10-2016,128.190002
05-10-2016,128.470001
06-10-2016,128.740005
07-10-2016,128.990005
10-10-2016,130.240005
11-10-2016,128.880005
12-10-2016,129.050003
13-10-2016,127.82
14-10-2016,127.879997
17-10-2016,127.540001
18-10-2016,128.570007
19-10-2016,130.110001
20-10-2016,130
21-10-2016,132.070007
24-10-2016,133.279999
25-10-2016,132.289993
26-10-2016,131.039993
27-10-2016,129.690002
28-10-2016,131.289993
31-10-2016,130.990005
01-11-2016,129.5
02-11-2016,127.169998
03-11-2016,120
04-11-2016,120.75
07-11-2016,122.150002
08-11-2016,124.220001
09-11-2016,123.18
10-11-2016,120.800003
11-11-2016,119.019997
14-11-2016,115.080002
15-11-2016,117.199997
16-11-2016,116.339996
17-11-2016,117.790001
18-11-2016,117.019997
21-11-2016,121.769997
22-11-2016,121.470001
23-11-2016,120.839996
25-11-2016,120.379997
28-11-2016,120.410004
29-11-2016,120.870003
30-11-2016,118.419998
01-12-2016,115.099998
02-12-2016,115.400002
05-12-2016,117.43
06-12-2016,117.309998
07-12-2016,117.949997
08-12-2016,118.910004
09-12-2016,119.68
12-12-2016,117.769997
13-12-2016,120.309998
14-12-2016,120.209999
15-12-2016,120.57
16-12-2016,119.870003
19-12-2016,119.239998
20-12-2016,119.089996
21-12-2016,119.040001
22-12-2016,117.400002
23-12-2016,117.269997
27-12-2016,118.010002
28-12-2016,116.919998
29-12-2016,116.349998
30-12-2016,115.050003
03-01-2017,116.860001
04-01-2017,118.690002
05-01-2017,120.669998
06-01-2017,123.410004
09-01-2017,124.900002
10-01-2017,124.349998
11-01-2017,126.089996
12-01-2017,126.620003
13-01-2017,128.339996
17-01-2017,127.870003
18-01-2017,127.919998
19-01-2017,127.550003
20-01-2017,127.040001
23-01-2017,128.929993
24-01-2017,129.369995
25-01-2017,131.479996
26-01-2017,132.779999
27-01-2017,132.179993
30-01-2017,130.979996
31-01-2017,130.320007
01-02-2017,133.229996
02-02-2017,130.839996
03-02-2017,130.979996
06-02-2017,132.059998
07-02-2017,131.839996
08-02-2017,134.199997
09-02-2017,134.139999
10-02-2017,134.190002
13-02-2017,134.050003
